magnet_hole_diameter,magnet_outer_diameter,magnet_length,cap_length,tube_outer_diameter,coil_outer_diameter,coil_length,magnetics_outer_diameter,magnetics_length,force
2.54,6.45,6.35,0,9.524999999999999,10.525,3.400000000000002,20.525,19.05,0.1615032628663799
2.54,6.45,6.35,0,9.524999999999999,10.525,3.500000000000002,20.525,19.05,0.1783082491317112
2.54,6.45,6.35,0,9.524999999999999,10.525,3.600000000000002,20.525,19.05,0.1705035361730656
2.54,6.45,6.35,0,9.524999999999999,10.525,3.700000000000002,20.525,19.05,0.1649120902277529
2.54,6.45,6.35,0,9.524999999999999,10.525,3.800000000000002,20.525,19.05,0.1629311315037028
2.54,6.45,6.35,0,9.524999999999999,10.525,3.900000000000002,20.525,19.05,0.175673039559896
2.54,6.45,6.35,0,9.524999999999999,10.525,4.000000000000002,20.525,19.05,0.1595819418137622
2.54,6.45,6.35,0,9.524999999999999,10.525,4.100000000000001,20.525,19.05,0.1775247889034245
2.54,6.45,6.35,0,9.524999999999999,10.525,4.200000000000001,20.525,19.05,0.1918950695883644
2.54,6.45,6.35,0,9.524999999999999,10.525,4.300000000000001,20.525,19.05,0.1824192110897872
2.54,6.45,6.35,0,9.524999999999999,10.525,4.4,20.525,19.05,0.1826589059760174
2.54,6.45,6.35,0,9.524999999999999,10.525,4.5,20.525,19.05,0.2161880373681202
2.54,6.45,6.35,0,9.524999999999999,10.525,4.6,20.525,19.05,0.2134901325762245
2.54,6.45,6.35,0,9.524999999999999,10.525,4.699999999999999,20.525,19.05,0.1983022982182347
2.54,6.45,6.35,0,9.524999999999999,10.525,4.799999999999999,20.525,19.05,0.1956158518399903
2.54,6.45,6.35,0,9.524999999999999,10.525,4.899999999999999,20.525,19.05,0.1988869257409182
2.54,6.45,6.35,0,9.524999999999999,10.525,4.999999999999998,20.525,19.05,0.1965485020844718
2.54,6.45,6.35,0,9.524999999999999,10.525,5.099999999999998,20.525,19.05,0.2037996507382586
2.54,6.45,6.35,0,9.524999999999999,10.525,5.199999999999998,20.525,19.05,0.2206898747214454
2.54,6.45,6.35,0,9.524999999999999,10.525,5.299999999999997,20.525,19.05,0.2060710173337647
2.54,6.45,6.35,0,9.524999999999999,10.525,5.399999999999997,20.525,19.05,0.1969659069165044
2.54,6.45,6.35,0,9.524999999999999,10.525,5.499999999999996,20.525,19.05,0.2203681731124599
2.54,6.45,6.35,0,9.524999999999999,10.525,5.599999999999996,20.525,19.05,0.2124205031857621
2.54,6.45,6.35,0,9.524999999999999,10.525,5.699999999999996,20.525,19.05,0.2130477679861267
2.54,6.45,6.35,0,9.524999999999999,10.525,5.799999999999995,20.525,19.05,0.2111831288249202
2.54,6.45,6.35,0,9.524999999999999,10.525,5.899999999999995,20.525,19.05,0.221623037522642
2.54,6.45,6.35,0,9.524999999999999,10.525,5.999999999999995,20.525,19.05,0.2088664758415944
2.54,6.45,6.35,0,9.524999999999999,10.525,6.099999999999994,20.525,19.05,0.2108344196912939
2.54,6.45,6.35,0,9.524999999999999,10.525,6.199999999999994,20.525,19.05,0.1925983119249292
2.54,6.45,6.35,0,9.524999999999999,11.525,0.1,21.525,19.05,0.02368793713392333
2.54,6.45,6.35,0,9.524999999999999,11.525,0.2,21.525,19.05,0.05045552220877893
2.54,6.45,6.35,0,9.524999999999999,11.525,0.3,21.525,19.05,0.0395716789750659
2.54,6.45,6.35,0,9.524999999999999,11.525,0.4,21.525,19.05,-0.004809945692973511
2.54,6.45,6.35,0,9.524999999999999,11.525,0.5,21.525,19.05,0.04380096696571006
2.54,6.45,6.35,0,9.524999999999999,11.525,0.6,21.525,19.05,0.06604900724406999
2.54,6.45,6.35,0,9.524999999999999,11.525,0.7,21.525,19.05,0.03121105175352052
2.54,6.45,6.35,0,9.524999999999999,11.525,0.7999999999999999,21.525,19.05,0.0807878238136375
2.54,6.45,6.35,0,9.524999999999999,11.525,0.8999999999999999,21.525,19.05,0.07484368302818134
2.54,6.45,6.35,0,9.524999999999999,11.525,0.9999999999999999,21.525,19.05,0.09098515601167093
2.54,6.45,6.35,0,9.524999999999999,11.525,1.1,21.525,19.05,0.1254750477253447
2.54,6.45,6.35,0,9.524999999999999,11.525,1.2,21.525,19.05,0.1115938198837587
2.54,6.45,6.35,0,9.524999999999999,11.525,1.3,21.525,19.05,0.09446585118566107
2.54,6.45,6.35,0,9.524999999999999,11.525,1.4,21.525,19.05,0.116762609884761
2.54,6.45,6.35,0,9.524999999999999,11.525,1.5,21.525,19.05,0.1456528068921806
2.54,6.45,6.35,0,9.524999999999999,11.525,1.6,21.525,19.05,0.1398034640381888
2.54,6.45,6.35,0,9.524999999999999,11.525,1.7,21.525,19.05,0.138792378959875
2.54,6.45,6.35,0,9.524999999999999,11.525,1.800000000000001,21.525,19.05,0.1588954462516037
2.54,6.45,6.35,0,9.524999999999999,11.525,1.900000000000001,21.525,19.05,0.1491264798720599
2.54,6.45,6.35,0,9.524999999999999,11.525,2,21.525,19.05,0.1650911285576369
2.54,6.45,6.35,0,9.524999999999999,11.525,2.100000000000001,21.525,19.05,0.186395235085318
2.54,6.45,6.35,0,9.524999999999999,11.525,2.200000000000001,21.525,19.05,0.1930666695097063
2.54,6.45,6.35,0,9.524999999999999,11.525,2.300000000000001,21.525,19.05,0.1976385094329935
2.54,6.45,6.35,0,9.524999999999999,11.525,2.400000000000001,21.525,19.05,0.2040063895732369
2.54,6.45,6.35,0,9.524999999999999,11.525,2.500000000000001,21.525,19.05,0.2058996625266363
2.54,6.45,6.35,0,9.524999999999999,11.525,2.600000000000001,21.525,19.05,0.2130289568729142
2.54,6.45,6.35,0,9.524999999999999,11.525,2.700000000000001,21.525,19.05,0.2258747691876416
2.54,6.45,6.35,0,9.524999999999999,11.525,2.800000000000001,21.525,19.05,0.2242949891161737
2.54,6.45,6.35,0,9.524999999999999,11.525,2.900000000000001,21.525,19.05,0.2500288563625092
2.54,6.45,6.35,0,9.524999999999999,11.525,3.000000000000001,21.525,19.05,0.2399654060711406
2.54,6.45,6.35,0,9.524999999999999,11.525,3.100000000000001,21.525,19.05,0.2601868762906671
2.54,6.45,6.35,0,9.524999999999999,11.525,3.200000000000002,21.525,19.05,0.2673575350444863
2.54,6.45,6.35,0,9.524999999999999,11.525,3.300000000000002,21.525,19.05,0.2605441216902342
2.54,6.45,6.35,0,9.524999999999999,11.525,3.400000000000002,21.525,19.05,0.2699430997056063
2.54,6.45,6.35,0,9.524999999999999,11.525,3.500000000000002,21.525,19.05,0.281645798246556
2.54,6.45,6.35,0,9.524999999999999,11.525,3.600000000000002,21.525,19.05,0.2919429819428032
2.54,6.45,6.35,0,9.524999999999999,11.525,3.700000000000002,21.525,19.05,0.3024595415780716
2.54,6.45,6.35,0,9.524999999999999,11.525,3.800000000000002,21.525,19.05,0.2768661475864497
2.54,6.45,6.35,0,9.524999999999999,11.525,3.900000000000002,21.525,19.05,0.2896759928599735
2.54,6.45,6.35,0,9.524999999999999,11.525,4.000000000000002,21.525,19.05,0.2876231056000215
2.54,6.45,6.35,0,9.524999999999999,11.525,4.100000000000001,21.525,19.05,0.331670709783141
2.54,6.45,6.35,0,9.524999999999999,11.525,4.200000000000001,21.525,19.05,0.320997631502042
2.54,6.45,6.35,0,9.524999999999999,11.525,4.300000000000001,21.525,19.05,0.3402966658507739
2.54,6.45,6.35,0,9.524999999999999,11.525,4.4,21.525,19.05,0.330591971768723
2.54,6.45,6.35,0,9.524999999999999,11.525,4.5,21.525,19.05,0.3319846695161386
2.54,6.45,6.35,0,9.524999999999999,11.525,4.6,21.525,19.05,0.3378488366301104
2.54,6.45,6.35,0,9.524999999999999,11.525,4.699999999999999,21.525,19.05,0.2823673003426012
2.54,6.45,6.35,0,9.524999999999999,11.525,4.799999999999999,21.525,19.05,0.3116102550027771
2.54,6.45,6.35,0,9.524999999999999,11.525,4.899999999999999,21.525,19.05,0.3224356738298944
2.54,6.45,6.35,0,9.524999999999999,11.525,4.999999999999998,21.525,19.05,0.3369315322443457
2.54,6.45,6.35,0,9.524999999999999,11.525,5.099999999999998,21.525,19.05,0.3369795930540866
2.54,6.45,6.35,0,9.524999999999999,11.525,5.199999999999998,21.525,19.05,0.3450318216182493
2.54,6.45,6.35,0,9.524999999999999,11.525,5.299999999999997,21.525,19.05,0.3232724998523691
2.54,6.45,6.35,0,9.524999999999999,11.525,5.399999999999997,21.525,19.05,0.3385069902364253
2.54,6.45,6.35,0,9.524999999999999,11.525,5.499999999999996,21.525,19.05,0.365648738440177
2.54,6.45,6.35,0,9.524999999999999,11.525,5.599999999999996,21.525,19.05,0.3446074603723778
2.54,6.45,6.35,0,9.524999999999999,11.525,5.699999999999996,21.525,19.05,0.3368921465801154
2.54,6.45,6.35,0,9.524999999999999,11.525,5.799999999999995,21.525,19.05,0.3544784946610992
2.54,6.45,6.35,0,9.524999999999999,11.525,5.899999999999995,21.525,19.05,0.3729090122914039
2.54,6.45,6.35,0,9.524999999999999,11.525,5.999999999999995,21.525,19.05,0.3889775137180686
2.54,6.45,6.35,0,9.524999999999999,11.525,6.099999999999994,21.525,19.05,0.3810095934436366
2.54,6.45,6.35,0,9.524999999999999,11.525,6.199999999999994,21.525,19.05,0.3952120559294169
2.54,6.45,6.35,0,9.524999999999999,12.525,0.1,22.525,19.05,0.007534574809161533
2.54,6.45,6.35,0,9.524999999999999,12.525,0.2,22.525,19.05,0.005270109396425096
2.54,6.45,6.35,0,9.524999999999999,12.525,0.3,22.525,19.05,0.02773493851804746
2.54,6.45,6.35,0,9.524999999999999,12.525,0.4,22.525,19.05,0.04142911774672399
2.54,6.45,6.35,0,9.524999999999999,12.525,0.5,22.525,19.05,0.1032304738697947
2.54,6.45,6.35,0,9.524999999999999,12.525,0.6,22.525,19.05,0.08833548251402935
2.54,6.45,6.35,0,9.524999999999999,12.525,0.7,22.525,19.05,0.1024625986106269
2.54,6.45,6.35,0,9.524999999999999,12.525,0.7999999999999999,22.525,19.05,0.1063162160083991
2.54,6.45,6.35,0,9.524999999999999,12.525,0.8999999999999999,22.525,19.05,0.1093874258030833
2.54,6.45,6.35,0,9.524999999999999,12.525,0.9999999999999999,22.525,19.05,0.1060853872141613
2.54,6.45,6.35,0,9.524999999999999,12.525,1.1,22.525,19.05,0.1170704762649848
2.54,6.45,6.35,0,9.524999999999999,12.525,1.2,22.525,19.05,0.1421654892162509
2.54,6.45,6.35,0,9.524999999999999,12.525,1.3,22.525,19.05,0.1786306240478328
2.54,6.45,6.35,0,9.524999999999999,12.525,1.4,22.525,19.05,0.1884327961038306
2.54,6.45,6.35,0,9.524999999999999,12.525,1.5,22.525,19.05,0.1614231817722301
2.54,6.45,6.35,0,9.524999999999999,12.525,1.6,22.525,19.05,0.1983864219398721
2.54,6.45,6.35,0,9.524999999999999,12.525,1.7,22.525,19.05,0.1998486454647854
2.54,6.45,6.35,0,9.524999999999999,12.525,1.800000000000001,22.525,19.05,0.2292494951379135
2.54,6.45,6.35,0,9.524999999999999,12.525,1.900000000000001,22.525,19.05,0.2151179660181135
2.54,6.45,6.35,0,9.524999999999999,12.525,2,22.525,19.05,0.2164411406357165
2.54,6.45,6.35,0,9.524999999999999,12.525,2.100000000000001,22.525,19.05,0.2529620391878675
2.54,6.45,6.35,0,9.524999999999999,12.525,2.200000000000001,22.525,19.05,0.2392506678674488
2.54,6.45,6.35,0,9.524999999999999,12.525,2.300000000000001,22.525,19.05,0.2580929500596352
2.54,6.45,6.35,0,9.524999999999999,12.525,2.400000000000001,22.525,19.05,0.2920286445858658
2.54,6.45,6.35,0,9.524999999999999,12.525,2.500000000000001,22.525,19.05,0.2773448751169743
2.54,6.45,6.35,0,9.524999999999999,12.525,2.600000000000001,22.525,19.05,0.2848963680892654
2.54,6.45,6.35,0,9.524999999999999,12.525,2.700000000000001,22.525,19.05,0.3099413132912333
2.54,6.45,6.35,0,9.524999999999999,12.525,2.800000000000001,22.525,19.05,0.3348004695600428
2.54,6.45,6.35,0,9.524999999999999,12.525,2.900000000000001,22.525,19.05,0.3390925117898744
2.54,6.45,6.35,0,9.524999999999999,12.525,3.000000000000001,22.525,19.05,0.3472165203875377
2.54,6.45,6.35,0,9.524999999999999,12.525,3.100000000000001,22.525,19.05,0.3338275643740124
2.54,6.45,6.35,0,9.524999999999999,12.525,3.200000000000002,22.525,19.05,0.3268360298429067
2.54,6.45,6.35,0,9.524999999999999,12.525,3.300000000000002,22.525,19.05,0.3229612803993919
2.54,6.45,6.35,0,9.524999999999999,12.525,3.400000000000002,22.525,19.05,0.3330865651424203
2.54,6.45,6.35,0,9.524999999999999,12.525,3.500000000000002,22.525,19.05,0.3576898167451655
2.54,6.45,6.35,0,9.524999999999999,12.525,3.600000000000002,22.525,19.05,0.3868212113931329
2.54,6.45,6.35,0,9.524999999999999,12.525,3.700000000000002,22.525,19.05,0.3687102226058104
2.54,6.45,6.35,0,9.524999999999999,12.525,3.800000000000002,22.525,19.05,0.3856137646632857
2.54,6.45,6.35,0,9.524999999999999,12.525,3.900000000000002,22.525,19.05,0.3708415142996841
2.54,6.45,6.35,0,9.524999999999999,12.525,4.000000000000002,22.525,19.05,0.3648291570997695
2.54,6.45,6.35,0,9.524999999999999,12.525,4.100000000000001,22.525,19.05,0.4055612146847161
2.54,6.45,6.35,0,9.524999999999999,12.525,4.200000000000001,22.525,19.05,0.4229067127485677
2.54,6.45,6.35,0,9.524999999999999,12.525,4.300000000000001,22.525,19.05,0.4409436904305012
2.54,6.45,6.35,0,9.524999999999999,12.525,4.4,22.525,19.05,0.441647982877966
2.54,6.45,6.35,0,9.524999999999999,12.525,4.5,22.525,19.05,0.4511088871117757
2.54,6.45,6.35,0,9.524999999999999,12.525,4.6,22.525,19.05,0.4619214282072863
2.54,6.45,6.35,0,9.524999999999999,12.525,4.699999999999999,22.525,19.05,0.4779407725988213
2.54,6.45,6.35,0,9.524999999999999,12.525,4.799999999999999,22.525,19.05,0.4924073259527656
2.54,6.45,6.35,0,9.524999999999999,12.525,4.899999999999999,22.525,19.05,0.4910854413852066
2.54,6.45,6.35,0,9.524999999999999,12.525,4.999999999999998,22.525,19.05,0.4807527522833279
2.54,6.45,6.35,0,9.524999999999999,12.525,5.099999999999998,22.525,19.05,0.4686830696762482
2.54,6.45,6.35,0,9.524999999999999,12.525,5.199999999999998,22.525,19.05,0.4785221050509977
2.54,6.45,6.35,0,9.524999999999999,12.525,5.299999999999997,22.525,19.05,0.4819803034289938
2.54,6.45,6.35,0,9.524999999999999,12.525,5.399999999999997,22.525,19.05,0.4868076961367581
2.54,6.45,6.35,0,9.524999999999999,12.525,5.499999999999996,22.525,19.05,0.4897649939847529
2.54,6.45,6.35,0,9.524999999999999,12.525,5.599999999999996,22.525,19.05,0.5015145320764917
2.54,6.45,6.35,0,9.524999999999999,12.525,5.699999999999996,22.525,19.05,0.50487881509348
2.54,6.45,6.35,0,9.524999999999999,12.525,5.799999999999995,22.525,19.05,0.5088671787081337
2.54,6.45,6.35,0,9.524999999999999,12.525,5.899999999999995,22.525,19.05,0.4959449810203717
2.54,6.45,6.35,0,9.524999999999999,12.525,5.999999999999995,22.525,19.05,0.4946577060032896
2.54,6.45,6.35,0,9.524999999999999,12.525,6.099999999999994,22.525,19.05,0.5138939326084505
2.54,6.45,6.35,0,9.524999999999999,12.525,6.199999999999994,22.525,19.05,0.512347677367161
2.54,6.45,6.35,0,9.524999999999999,13.525,0.1,23.525,19.05,-0.01622839860425063
2.54,6.45,6.35,0,9.524999999999999,13.525,0.2,23.525,19.05,0.007893635404314465
2.54,6.45,6.35,0,9.524999999999999,13.525,0.3,23.525,19.05,0.06290760137232161
2.54,6.45,6.35,0,9.524999999999999,13.525,0.4,23.525,19.05,0.04814247403551713
2.54,6.45,6.35,0,9.524999999999999,13.525,0.5,23.525,19.05,0.06522228733273586
2.54,6.45,6.35,0,9.524999999999999,13.525,0.6,23.525,19.05,0.0957371527175844
2.54,6.45,6.35,0,9.524999999999999,13.525,0.7,23.525,19.05,0.09417123799298034
2.54,6.45,6.35,0,9.524999999999999,13.525,0.7999999999999999,23.525,19.05,0.1562628556621819
2.54,6.45,6.35,0,9.524999999999999,13.525,0.8999999999999999,23.525,19.05,0.1166598167501027
2.54,6.45,6.35,0,9.524999999999999,13.525,0.9999999999999999,23.525,19.05,0.1227222373490365
2.54,6.45,6.35,0,9.524999999999999,13.525,1.1,23.525,19.05,0.1555820263968501
2.54,6.45,6.35,0,9.524999999999999,13.525,1.2,23.525,19.05,0.1898351203580406
2.54,6.45,6.35,0,9.524999999999999,13.525,1.3,23.525,19.05,0.1864471379087252
2.54,6.45,6.35,0,9.524999999999999,13.525,1.4,23.525,19.05,0.1967556295829924
2.54,6.45,6.35,0,9.524999999999999,13.525,1.5,23.525,19.05,0.2141222544046404
2.54,6.45,6.35,0,9.524999999999999,13.525,1.6,23.525,19.05,0.223345131527282
2.54,6.45,6.35,0,9.524999999999999,13.525,1.7,23.525,19.05,0.2303093376770793
2.54,6.45,6.35,0,9.524999999999999,13.525,1.800000000000001,23.525,19.05,0.2504918706438714
2.54,6.45,6.35,0,9.524999999999999,13.525,1.900000000000001,23.525,19.05,0.2201173651639173
2.54,6.45,6.35,0,9.524999999999999,13.525,2,23.525,19.05,0.2457081655580436
2.54,6.45,6.35,0,9.524999999999999,13.525,2.100000000000001,23.525,19.05,0.2639669252616151
2.54,6.45,6.35,0,9.524999999999999,13.525,2.200000000000001,23.525,19.05,0.290951580962349
2.54,6.45,6.35,0,9.524999999999999,13.525,2.300000000000001,23.525,19.05,0.3056276837572833
2.54,6.45,6.35,0,9.524999999999999,13.525,2.400000000000001,23.525,19.05,0.2971891375489016
2.54,6.45,6.35,0,9.524999999999999,13.525,2.500000000000001,23.525,19.05,0.3210229238708078
2.54,6.45,6.35,0,9.524999999999999,13.525,2.600000000000001,23.525,19.05,0.3604859775957221
2.54,6.45,6.35,0,9.524999999999999,13.525,2.700000000000001,23.525,19.05,0.3566014719189126
2.54,6.45,6.35,0,9.524999999999999,13.525,2.800000000000001,23.525,19.05,0.3620257970908132
2.54,6.45,6.35,0,9.524999999999999,13.525,2.900000000000001,23.525,19.05,0.4024244296758303
2.54,6.45,6.35,0,9.524999999999999,13.525,3.000000000000001,23.525,19.05,0.3956747650607524
2.54,6.45,6.35,0,9.524999999999999,13.525,3.100000000000001,23.525,19.05,0.4233829854885019
2.54,6.45,6.35,0,9.524999999999999,13.525,3.200000000000002,23.525,19.05,0.4342722516016874
2.54,6.45,6.35,0,9.524999999999999,13.525,3.300000000000002,23.525,19.05,0.4203120700194363
2.54,6.45,6.35,0,9.524999999999999,13.525,3.400000000000002,23.525,19.05,0.4390365458249509
2.54,6.45,6.35,0,9.524999999999999,13.525,3.500000000000002,23.525,19.05,0.4374730811213436
2.54,6.45,6.35,0,9.524999999999999,13.525,3.600000000000002,23.525,19.05,0.468772896823875
2.54,6.45,6.35,0,9.524999999999999,13.525,3.700000000000002,23.525,19.05,0.4614870917169228
2.54,6.45,6.35,0,9.524999999999999,13.525,3.800000000000002,23.525,19.05,0.4598722346043805
2.54,6.45,6.35,0,9.524999999999999,13.525,3.900000000000002,23.525,19.05,0.471968067173441
2.54,6.45,6.35,0,9.524999999999999,13.525,4.000000000000002,23.525,19.05,0.484901308313077
2.54,6.45,6.35,0,9.524999999999999,13.525,4.100000000000001,23.525,19.05,0.512471865884334
2.54,6.45,6.35,0,9.524999999999999,13.525,4.200000000000001,23.525,19.05,0.5262292678234287
2.54,6.45,6.35,0,9.524999999999999,13.525,4.300000000000001,23.525,19.05,0.5155334345278054
2.54,6.45,6.35,0,9.524999999999999,13.525,4.4,23.525,19.05,0.5246406884648496
2.54,6.45,6.35,0,9.524999999999999,13.525,4.5,23.525,19.05,0.5233161254295953
2.54,6.45,6.35,0,9.524999999999999,13.525,4.6,23.525,19.05,0.5595225993561815
2.54,6.45,6.35,0,9.524999999999999,13.525,4.699999999999999,23.525,19.05,0.5453243222579478
2.54,6.45,6.35,0,9.524999999999999,13.525,4.799999999999999,23.525,19.05,0.5467572886848651
2.54,6.45,6.35,0,9.524999999999999,13.525,4.899999999999999,23.525,19.05,0.5592863277613428
2.54,6.45,6.35,0,9.524999999999999,13.525,4.999999999999998,23.525,19.05,0.5550055666441915
2.54,6.45,6.35,0,9.524999999999999,13.525,5.099999999999998,23.525,19.05,0.5821901926165473
2.54,6.45,6.35,0,9.524999999999999,13.525,5.199999999999998,23.525,19.05,0.5782926293599835
2.54,6.45,6.35,0,9.524999999999999,13.525,5.299999999999997,23.525,19.05,0.5802433104190408
2.54,6.45,6.35,0,9.524999999999999,13.525,5.399999999999997,23.525,19.05,0.5795977016804929
2.54,6.45,6.35,0,9.524999999999999,13.525,5.499999999999996,23.525,19.05,0.581036516533366
2.54,6.45,6.35,0,9.524999999999999,13.525,5.599999999999996,23.525,19.05,0.6222858059307301
2.54,6.45,6.35,0,9.524999999999999,13.525,5.699999999999996,23.525,19.05,0.6227771407215806
2.54,6.45,6.35,0,9.524999999999999,13.525,5.799999999999995,23.525,19.05,0.6372012502450107
2.54,6.45,6.35,0,9.524999999999999,13.525,5.899999999999995,23.525,19.05,0.6452169565477379
2.54,6.45,6.35,0,9.524999999999999,13.525,5.999999999999995,23.525,19.05,0.6479701606119123
2.54,6.45,6.35,0,9.524999999999999,13.525,6.099999999999994,23.525,19.05,0.6568097923397167
2.54,6.45,6.35,0,9.524999999999999,13.525,6.199999999999994,23.525,19.05,0.6398961515588664
2.54,6.45,6.35,0,9.524999999999999,14.525,0.1,24.525,19.05,0.05163590160913256
2.54,6.45,6.35,0,9.524999999999999,14.525,0.2,24.525,19.05,0.0280843182870314
2.54,6.45,6.35,0,9.524999999999999,14.525,0.3,24.525,19.05,0.02958532412001083
2.54,6.45,6.35,0,9.524999999999999,14.525,0.4,24.525,19.05,0.03202467619790345
2.54,6.45,6.35,0,9.524999999999999,14.525,0.5,24.525,19.05,0.1016747296470551
2.54,6.45,6.35,0,9.524999999999999,14.525,0.6,24.525,19.05,0.09423420744652393
2.54,6.45,6.35,0,9.524999999999999,14.525,0.7,24.525,19.05,0.1186211694281538
2.54,6.45,6.35,0,9.524999999999999,14.525,0.7999999999999999,24.525,19.05,0.1573686778588781
2.54,6.45,6.35,0,9.524999999999999,14.525,0.8999999999999999,24.525,19.05,0.1601301253535393
2.54,6.45,6.35,0,9.524999999999999,14.525,0.9999999999999999,24.525,19.05,0.1621691094992656
2.54,6.45,6.35,0,9.524999999999999,14.525,1.1,24.525,19.05,0.1817384328182518
2.54,6.45,6.35,0,9.524999999999999,14.525,1.2,24.525,19.05,0.1970615835862606
2.54,6.45,6.35,0,9.524999999999999,14.525,1.3,24.525,19.05,0.1995755167859969
2.54,6.45,6.35,0,9.524999999999999,14.525,1.4,24.525,19.05,0.1812057131692001
2.54,6.45,6.35,0,9.524999999999999,14.525,1.5,24.525,19.05,0.2235600716646111
2.54,6.45,6.35,0,9.524999999999999,14.525,1.6,24.525,19.05,0.2430671137536068
2.54,6.45,6.35,0,9.524999999999999,14.525,1.7,24.525,19.05,0.2957483458710336
2.54,6.45,6.35,0,9.524999999999999,14.525,1.800000000000001,24.525,19.05,0.2823812732855267
2.54,6.45,6.35,0,9.524999999999999,14.525,1.900000000000001,24.525,19.05,0.3099658697960366
2.54,6.45,6.35,0,9.524999999999999,14.525,2,24.525,19.05,0.3016794385657525
2.54,6.45,6.35,0,9.524999999999999,14.525,2.100000000000001,24.525,19.05,0.3374865315074125
2.54,6.45,6.35,0,9.524999999999999,14.525,2.200000000000001,24.525,19.05,0.3326201635244911
2.54,6.45,6.35,0,9.524999999999999,14.525,2.300000000000001,24.525,19.05,0.3701581341613254
2.54,6.45,6.35,0,9.524999999999999,14.525,2.400000000000001,24.525,19.05,0.3477117763337974
2.54,6.45,6.35,0,9.524999999999999,14.525,2.500000000000001,24.525,19.05,0.3603840877922611
2.54,6.45,6.35,0,9.524999999999999,14.525,2.600000000000001,24.525,19.05,0.4022121095753622
2.54,6.45,6.35,0,9.524999999999999,14.525,2.700000000000001,24.525,19.05,0.3998776331865944
2.54,6.45,6.35,0,9.524999999999999,14.525,2.800000000000001,24.525,19.05,0.3982483970172532
2.54,6.45,6.35,0,9.524999999999999,14.525,2.900000000000001,24.525,19.05,0.4198512489474739
2.54,6.45,6.35,0,9.524999999999999,14.525,3.000000000000001,24.525,19.05,0.4057758947434398
